,Text,Label
156,@OzraeliAvi @Grammarly Unfortunately the official name is "WUHAN VIRUS" so fuck off!,Hate
157,"@BichonSuzi @CNN @cnnhealth The idea that the virus gives a shit about borders is even more so. The idea that Chinese people, products or food are riskier is dangerous and false propoganda. It denies the realities of this virus and puts Asian Americans at risk - and you engaging in it makes you an asshole.",Counterhate
158,@UvitaBound @FoxNews Hahahahaha this is a fucking joke right ������� #FakeNewsMedia ALLL DAY IN THIS VIDEO! @FoxNews @seanhannity @TuckerCarlson @IngrahamAngle @JesseBWatters @dbongino @foxandfriends etc. #Trump2020NowMoreThanEver #Trump2020LandslideVictory #ChinaLiedPeopleDied https://t.co/sJ2mvSeFBE,Neutral
159,"Bounty Quick-Size Paper Towels, White, Family Rolls (143 Sheets per Roll), 16 Rolls https://t.co/fXQeIJObGm   ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #CoronaOutbreak #COVID19",Neutral
160,@IronMarkG Just a chink in the armor,Neutral
161,"So everyone issuing health advisories in so cal for coronavirus, but where the FUCK was this energy when y’all flew in 40+ people from Wuhan, China? @CAgovernor",Neutral
162,I’m still amazed by dis coronavirus shit they done created out there in China got da whole fkin world spooked including me lol.,Hate
163,@qVonPIU3QA6vCpl @StockMarket5577 @BW @business America killed ppl? The Chinese virus started in Wuhan China. Thank you China for killing thousands of ppl but it certainly won’t hit the millions mark,Hate
164,"I still believe in trump... Come to think of it... Why did Vladimir Putin use �, � to keep his citizens under lockdown... No wonder Trump called it Chinese virus.  Shit is sad....",Neutral
165,"@yankeegirlnj65 @itkbutt3rs @JerryDunleavy Just as you are allowed freedom from speech, freedom from the press, and freedom to bitch (you seem to have that last one covered). You DON'T have the right to silence the rest of us.  May the farce be with you and the Chinese virus not.",Neutral
166,"There is absolutely no way that a country with1.7 Billion citizens only had 81K cases of Coronavirus.. they didn't like Trade Deals,  and RULES... so collapse economies and KILL people !!! #ChineseVirus #ChinaLiedPeopleDied #ChineseVirus",Hate
167,"Xi Jinping wherever now he goes, will have the whole world turning up their nose. Xi Jinping the evil fetid rat, will have to stay at home and eat his wok fried bat. Xi Jinping international pariah. spreading all his filth, the scummy Chinese liar.  #ChineseVirus https://t.co/UfaVBDSl17",Hate
168,Tonight is my last night of my long vacation in China.  Tomorrow night I have to go to bed knowing I have to teach 50+ students Public Speaking online the following morning.  How the fuck do you do that?  #noclue #China #coronavirus #onlineteaching #FAIL,Neutral
169,@LucasFoxNews @BretBaier Hospitals are empty. We're born with coronavirus  Wuhan is fake  https://t.co/CBXZnx8fyT  https://t.co/6f1SeWhtm3  #filmyourtown #FilmYourHospital We starve and you fight fake crap How can the protein in my body come from Wuhan It can't You cannot catch a virus or you'd have aids,Neutral
170,#ChinaLiedPeopleDied not only that but people losing their jobs everyday and the economy going to hell. And whoever says blaming China is racist you can go suck a dick.,Hate
171,I hate this fucking virus  I just want dumplings but every Chinese place nearby is closing,Counterhate
172,@guardian Fuck off this guy. Saying anything is protecting china but it brings harmful to the world. #ChinaLiedPeopleDied #FightForFreedomStandWithHongKong #CoronavirusOutbreak,Hate
173,"@MadEarthStudio @BearPoker2 @sixbennetts @SpeakerPelosi I didn’t call him racist and it it did start in Wuhan, don’t disagree with that either, closing the border was good, just not enough, to stay another country harmed our citizens, it’s a virus, that simple, �happens. again the “left” excuse, which I’m not..",Neutral
174,Wowie- you mean trump has a secret room in the wh where he makes the chinese virus while wearing a baseball hat and grabs pussy,Neutral
175,@realDonaldTrump HOLD CHINA ACCOUNTABLE. If #China fired #Nukes @ #USA killing"100K to 240K US" we would have #WW3. So they sent us #coronavirus killing "100K to 240K US".  Sounds like World War Three to me. #CCPVirus #CCP #HoldChinaAccountable,Hate
176,"interestingly #coronavirus kills only 2% of infected, yet many deaths in #italy &amp; #china also some other countries, more of a conspiracy &amp; #MurderousGovernments killing people &amp; taking their #patents &amp; #businesses. lucrative expensive $5000 #handbags &amp; shoes industries #TakeOvers",Hate
177,How much money is Hollywood losing? My only hope is those degenerate fucks go bankrupt from the Chinese virus.,Non-Asian Aggression
178,"Imagine a world where non Asians tell Asians what and what isnt attractive about us as if their beauty standards apply to people who look nothing like them, fucking disgusting animals.",Non-Asian Aggression
179,OMG! I got the corona shit.... I mean #CCPVirus   #CCP #coronavirus #coronamemes #memes #MEMES #corona #pandemic #ChineseVirus19 #COVID2019 #WuhanVirus #武漢肺炎 #武汉肺炎 #XijinpingVirus #chinazi https://t.co/JbR7TsEtYU,Hate
180,@EnzoMazak Fuck off huawei #makechinapay #ChinaLiedPeopleDied,Hate
181,@cnnbrk Time to hold countries like China liable for there reckless global spread of coronavirus. International  Laws should be adopted making countries pay $Billion$ in fines for there lack of managing there countries health issues which now has effected the worlds health and economy.,Hate
182,"@nytimes It's high time, Americans must boycott Chinese made goods. Produce American items, consume Anerican items. Learn from Japan. This great country needs to be self reliant now onwards!  Isolate and alienate the country that brought this virus to America",Hate
183,"This is such a dangerous thing to say and I’m disgusted how vile you are for posting this shit, you’re disgusting #ChinaLiedPeopleDied",Non-Asian Aggression
184,@bridget_joy_ The man has never had a clue about anything. He thinks the Chinese pay the tariffs. So I have NO FUCKING CONFIDENCE THAT HE KNOWS THE FIRST THING ABOUT THE CORONAVIRUS.,Non-Asian Aggression
185,"Bozo: I love you Trump: Who are you? Oh, yeah, ok. E. Bananinha: the virus is a Chinese biological weapon Trump: Xi, give me all supplies tha I need! Xi Jinping: Ok! I'll give you what I sold to that sucker there Trump: done Mandetta: people, we are fucked https://t.co/JzXd9NC4dX",Neutral
186,#FreeChina! Fuck the #CCP they created their own #Chernobyl! #CCPVirus will cause the death to the CCP! I could not be more happy! #Freedom2TheWorld,Hate
187,"Horrific, flights are still allowed in major airports. Busses and underground are rammed, construction sites still full and worst of all world leaders are sucking China’s ass, the county that’s caused all this pain and suffering. #fuckchina",Hate
188,"Bannon: We're going to peel the #CCP back like an onion. They are devils.  What they allowed to happen in #Wuhan is not acceptable to the human race, and it's not acceptable to the American people.  #WarRoomPandemic #CCPVirus  �https://t.co/Yhlrpf2lMj",Hate
189,@redsteeze  The idiom "chink in one's armor" refers to an area of vulnerability.,Neutral
190,@ABCPolitics Now do China. And repeat for three months so as to offset the last three months of #fakenews you've been spewing about the #ChineseVirus by pretending that China wasn't full of shit.,Hate
191,@iAnkurSingh @ndtv #Libertad still #licking thier aaka's ass via #ChineseVirus https://t.co/s15Qlw7R70,Hate
192,I hate the fact the police &amp; the Mayor of London feel this is another reason to expand on the stupidity of hate crimes. An idiot is an idiot regardless of race gender or a Chinese virus!,Hate
193,If they don’t have the vaccine what cured them? Bat shit? #ChinaLiedPeopleDie #ChinaVirus https://t.co/1GXtBnW2HE,Hate
194,@WHO  WHO run by bastards and pimps of #XiJinping Wuhan Health Organization. Time to teach those #ChineseVirus to fuck off from Earth  #Staytogether to send back #Chinato1970  wretched  swines,Hate
195,"The ~90 million members of #China’s Communist Party (#CCP) will reap the fruits of the suffering they’ve inflicted on Earth’s 7.6 billion people, esp. for the #CCPvirus &amp; esp. for the pain they’ve inflicted on the #Uyghurs of #EastTurkistan.  Karma is a bitch.  #WarRoomPandemic",Hate
196,@mikehatchartist Knock the chink bitch out�,Hate
197,"https://t.co/K2B7rJjQWy https://t.co/wEuaofHUSP italy, iran, soon-to-be everyone else: fuck you, china!  china: no, fuck you!   #fromchinawithlove",Neutral
198,Fucking chinese bot They eat shit LMAO,Hate
199,"@Ilhan Omar you're the biggest racist ! The Chinese coronavirus it's just a name from its origin, it has nothing to do with race .",Non-Asian Aggression
200,lmao JF put the fake trump tweet about the "dow joans" on his show. does this guy ever research the shit he puts on? recently someone in his chat had to tell him the "city of wuhan wailing out due to corona virus" video had nothing to do with any of that,Non-Asian Aggression
201,@joshrogin @IgnatiusPost lol no shit sherlock #ccpvirus #bioweapon,Hate
202,Here’s this retard cleaning his shoes with face masks just produced. The West needs to get its act together and get manufacturing back!  #WuhanVirus #WuhanCoronaVirus  #ChinaVirus,Hate
203,"#ChinaVirus when will these dumbasses learn from their mistakes ? Fuck !!  Re-opened Markets Selling Bats, Pangolins After COVID-19 Effect Dips - NDTV https://t.co/YqeVzC9dHk",Hate
204,De ar @Twitter fuck off..u have a joker @realDonaldTrump as PM so do the circus there as far as 1.35 billon people it's a FUCKING #ChineseVirus . #BanChina the largest market be closed for Chinese products for ever. ..do this stupidity if blocking people and billions will do this,Hate
205,"@LieslSchoonraad @realDonaldTrump What the Fake News Communist Media accomplishes every CHINESE VIRUS Briefing is showing All of America just how much they truly HATE America. This is a time we all need to come together, yet all they want is to Divide us. ����������������������������������",Hate
206,"If China can kill us, they can kill  you too @AngusCh89615720 @Heefg14 @Jothehkgirl @jonathanseual86 @SammY91318198 @marielSiviglia @op12381932972 @Makhk6 @AWMF5 @HMW79256809 @Senthil557 @wasteslave @valwonghk @SallyGunner0331 @bhikshu2007 @Mark48994372",Hate
207,"@joerenois @seanhannity He wasn’t called racist for shutting down travel, that was the right thing to do. He was called racist for calling #COVIDー19 a Chinese virus which put Chinese people in harms way. He shouldn’t have down played the virus in the beginning making it political.",Neutral
208,Chinese virus then defective masks  fuck china,Hate
209,@rivery73 @xiongbupang @XHNews Trump ���� like I give a shit.   Look your  King of chinesevirus https://t.co/BmaVoyUSV6,Hate
210,"Stupid! How many times does the left have to be told &amp; shown, that racist politics, does NOT work. We aren’t taking them seriously, we don’t get insulted by being called a racist. Knock it off, coronavirus knows no nationality. It came from China, a fact! https://t.co/cKoYcmp6fg",Hate
